Number,GERMLINE,EMBRYO,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
10,0.5,0.5,36,0.464235,37,0.507132,36.83374129,177,0.484448,178,0.525503,177.3788089,141,140.5450676
11,0.5,0.5,35,0.493175,36,0.52021,35.25245053,164,0.495283,165,0.527939,164.1444451,129,128.8919946
12,0.5,0.5,33,0.477273,34,0.543292,33.34424938,170,0.483959,171,0.508475,170.6543074,137,137.310058
13,0.5,0.5,32,0.456113,33,0.500763,32.98291153,173,0.44863,174,0.509246,173.847466,141,140.8645545
14,0.5,0.5,39,0.440583,40,0.514241,39.80666051,170,0.449291,171,0.510773,170.824778,131,131.0181175
15,0.5,0.5,38,0.489502,39,0.518345,38.36397046,166,0.4875,167,0.519544,166.3900886,128,128.0261182
16,0.5,0.5,32,0.441026,33,0.505952,32.9083264,164,0.477174,165,0.542003,164.3520955,132,131.4437691
17,0.5,0.5,44,0.491115,45,0.5,45,186,0.484182,187,0.517611,186.473182,142,141.473182
18,0.5,0.5,36,0.491667,37,0.532428,36.20443561,178,0.460972,179,0.524288,178.6164003,142,142.4119647
19,0.5,0.5,39,0.488293,40,0.528323,39.29245566,170,0.499197,171,0.542746,170.018439,131,130.7259833
0,0.5,0.55,37,0.44599,38,0.503566,37.93806447,182,0.471246,183,0.504348,182.8686484,145,144.9305839
1,0.5,0.55,37,0.483358,38,0.500382,37.97756109,173,0.481788,174,0.538431,173.3215225,136,135.3439614
2,0.5,0.55,41,0.460996,42,0.503608,41.91532902,182,0.458796,183,0.519386,182.6800462,141,140.7647172
3,0.5,0.55,45,0.479136,46,0.524381,45.46113383,174,0.473214,175,0.529895,174.4725746,129,129.0114408
4,0.5,0.55,34,0.488449,35,0.53086,34.27235859,184,0.481846,185,0.524009,184.4305671,150,150.1582085
5,0.5,0.55,36,0.49313,37,0.5239,36.22326942,157,0.404167,158,0.523543,157.8027828,121,121.5795134
6,0.5,0.55,33,0.470256,34,0.525958,33.53398442,154,0.459701,155,0.514755,154.7319904,121,121.198006
7,0.5,0.55,34,0.481241,35,0.503242,34.85264306,181,0.466618,182,0.502322,181.9349653,147,147.0823222
8,0.5,0.55,43,0.491085,44,0.526978,43.24837712,188,0.485628,189,0.526493,188.3516946,145,145.1033175
9,0.5,0.55,37,0.483142,38,0.508488,37.66511481,164,0.464126,165,0.540816,164.4677794,127,126.8026646
