Number,MIGRATION,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
58,0.025,8,0.453994,9,0.59751,8.320563561,26,0.47025,27,0.625477,26.1916548,18,17.87109124
59,0.025,7,0.337656,8,0.520548,7.887649542,24,0.3425,25,0.531873,24.83169195,17,16.94404241
60,0.025,8,0.406599,9,0.586957,8.51786447,26,0.417331,27,0.618508,26.4109267,18,17.89306223
61,0.025,8,0.428915,9,0.580375,8.469331837,25,0.486185,26,0.624744,25.09970482,17,16.63037298
62,0.025,8,0.391444,9,0.610931,8.494589657,26,0.408046,27,0.552232,26.63774569,18,18.14315603
63,0.025,8,0.359943,9,0.533429,8.8073101,26,0.486028,27,0.658284,26.08111183,18,17.27380173
64,0.025,8,0.445825,9,0.614562,8.321061771,27,0.401468,28,0.557206,27.63267796,19,19.31161619
65,0.025,8,0.498463,9,0.678463,8.008538889,25,0.472622,26,0.669223,25.13925667,17,17.13071778
66,0.025,8,0.341262,9,0.544414,8.781375522,27,0.456543,28,0.60689,27.28904468,19,18.50766915
67,0.025,8,0.497306,9,0.668333,8.015751899,25,0.404947,26,0.600217,25.48677728,17,17.47102538
68,0.025,8,0.426502,9,0.588381,8.45403048,27,0.429009,28,0.566633,27.51583299,19,19.06180251
69,0.025,9,0.469302,10,0.662242,9.159106458,26,0.418545,27,0.593203,26.46636856,17,17.3072621
70,0.025,8,0.413091,9,0.578869,8.524249297,26,0.479571,27,0.669371,26.10763435,18,17.58338505
71,0.025,8,0.47657,9,0.666495,8.123364486,24,0.406351,25,0.589268,24.51197538,16,16.38861089
72,0.025,7,0.321289,8,0.532823,7.844833455,26,0.452519,27,0.665272,26.22317429,19,18.37834084
73,0.025,8,0.380857,9,0.556331,8.678978082,25,0.419938,26,0.596884,25.45246572,17,16.77348764
74,0.025,8,0.493062,9,0.702815,8.033077,25,0.395437,26,0.591336,25.53375974,17,17.50068274
75,0.025,8,0.322202,9,0.509972,8.946892475,27,0.373274,28,0.536574,27.77603184,19,18.82913937
76,0.025,8,0.386409,9,0.568314,8.624452324,24,0.412883,25,0.581184,24.51762616,16,15.89317383
77,0.025,8,0.329819,9,0.506311,8.964242005,27,0.414493,28,0.570658,27.54754266,19,18.58330066
78,0.025,8,0.372802,9,0.548868,8.722444992,25,0.443676,26,0.614043,25.33060393,17,16.60815894
79,0.025,8,0.455483,9,0.61447,8.280004025,26,0.38995,27,0.550308,26.68627696,18,18.40627293
80,0.025,8,0.397938,9,0.573913,8.579980111,27,0.484264,28,0.657974,27.09058776,19,18.51060765
81,0.025,8,0.377258,9,0.534413,8.781025103,26,0.405804,27,0.599391,26.48658226,18,17.70555716
82,0.025,9,0.499465,10,0.660749,9.00331713,26,0.477422,27,0.658607,26.12461296,17,17.12129583
83,0.025,8,0.421256,9,0.618137,8.399957335,26,0.479582,27,0.637198,26.12954269,18,17.72958535
84,0.025,8,0.437253,9,0.583854,8.428012087,27,0.485,28,0.64243,27.09528044,19,18.66726835
85,0.025,8,0.393832,9,0.548756,8.685290852,27,0.456004,28,0.616632,27.27389994,19,18.58860909
86,0.025,8,0.384574,9,0.546614,8.712330289,25,0.388496,26,0.574447,25.59964184,17,16.88731155
87,0.025,7,0.376102,8,0.555918,7.68902656,25,0.409314,26,0.578586,25.53574129,18,17.84671473
88,0.025,8,0.447343,9,0.624527,8.297188234,27,0.487888,28,0.677436,27.06389938,19,18.76671115
89,0.025,7,0.337986,8,0.510405,7.939652822,26,0.334835,27,0.501095,26.99341393,19,19.05376111
90,0.025,8,0.442557,9,0.626066,8.313025519,26,0.433364,27,0.636542,26.32796858,18,18.01494306
91,0.025,8,0.327603,9,0.51133,8.938332417,27,0.408531,28,0.594608,27.49156532,19,18.5532329
92,0.025,8,0.381743,9,0.572539,8.619808591,24,0.342079,25,0.538021,24.80595789,16,16.18614929
